ENSEMBL_ID	GENE_SYMBOL	DESCRIPTION	Prot_log2FC_25_KD	Prot_FDR_25_KD	Prot_log2FC_68_KD	Prot_FDR_68_KD	Prot_log2FC_25_OE	Prot_FDR_25_OE	Prot_log2FC_68_OE	Prot_FDR_68_OE	RNA_log2FC_25_KD	RNA_FDR_25_KD	RNA_log2FC_68_KD	RNA_FDR_68_KD	RNA_log2FC_25_OE	RNA_FDR_25_OE	RNA_log2FC_68_OE	RNA_FDR_68_OE	CFIm_Target
ENSG00000173638	SLC19A1	solute carrier family 19 member 1	-0.101103992	0.999980048	0.041602676	0.954398515	0.026010443	0.786203274	0.111377118	0.248905349	-0.454157132	0.001049335	-0.342675506	0.001186019	-0.755741879	9.13E-07	-0.040529919	0.878247288	0
ENSG00000173653	RCE1	Ras converting CAAX endopeptidase 1	NA	NA	NA	NA	0.301770927	0.682595089	0.522598531	0.149156254	-0.508164875	0.000105136	-0.217017769	0.039603989	-0.075132497	0.628486277	0.243086084	0.095178831	0
ENSG00000173660	UQCRH	ubiquinol-cytochrome c reductase hinge protein	0.041705066	0.999980048	0.112854603	0.937693518	-0.721284839	0.016492093	-0.224913854	0.589152611	0.250925208	9.57E-05	0.130100417	0.008183191	-0.531229814	9.19E-15	0.352820423	8.83E-09	0
ENSG00000173681	BCLAF3	BCLAF1 and THRAP3 family member 3	NA	NA	NA	NA	NA	NA	NA	NA	-0.208538349	0.439367291	-0.312767647	0.109911271	0.723161423	0.000195212	0.47882038	0.028714101	0
ENSG00000173692	PSMD1	"proteasome 26S subunit, non-ATPase 1"	-0.002557213	0.999980048	0.102802221	0.937693518	-0.032565713	0.437648367	0.079192237	0.543379871	-0.297304936	4.05E-06	-0.178864664	5.42E-05	-0.887143443	1.08E-39	-0.076705446	0.353910625	0
ENSG00000173698	ADGRG2	adhesion G protein-coupled receptor G2	NA	NA	NA	NA	NA	NA	NA	NA	-0.339001332	0.001127767	-0.626172215	6.70E-16	-0.687152123	1.84E-10	0.922141758	7.68E-29	0
ENSG00000173705	SUSD5	sushi domain containing 5	-0.469616259	0.999980048	-0.560978673	0.81437523	-0.103805585	0.263832915	0.051038966	0.708345231	0.247613843	0.004013912	-0.312286574	3.60E-06	0.22525728	0.015493105	0.101201755	0.332694643	0
ENSG00000173706	HEG1	heart development protein with EGF like domains 1	NA	NA	NA	NA	NA	NA	NA	NA	0.186102987	0.045131279	0.49348704	2.74E-15	0.325780202	0.000238655	0.000682602	1	0
ENSG00000173715	C11orf80	chromosome 11 open reading frame 80	NA	NA	NA	NA	NA	NA	NA	NA	0.11215881	0.420500102	0.195378996	0.050187328	-0.196794432	0.139913885	0.204224464	0.148384051	0
ENSG00000173757	STAT5B	signal transducer and activator of transcription 5B	0.203713533	0.999980048	0.186772061	0.937693518	0.077738561	0.874598044	-0.270621264	0.044989071	0.536202154	4.25E-10	0.502840235	9.70E-13	0.397129671	8.12E-06	-0.125260714	0.272153778	0
ENSG00000173786	CNP	"2',3'-cyclic nucleotide 3' phosphodiesterase"	-0.000288516	0.999980048	-0.020013659	0.941183551	0.248773216	0.027797283	0.117196047	0.337155437	0.017552376	0.876945065	0.055142057	0.407853784	-0.09510769	0.290648889	-0.226546669	0.007747958	0
ENSG00000173801	JUP	junction plakoglobin	0.067372322	0.999980048	-0.022348061	0.966494515	-0.289381536	0.011518615	-0.040006325	0.848262844	-0.239538879	0.000267738	-0.16866275	0.000332997	-0.41623693	3.44E-09	-0.146021628	0.046284436	0
ENSG00000173805	HAP1	huntingtin associated protein 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.353687878	0.003713275	-0.233169855	0.017676941	-0.227136542	0.071021638	0.007335826	0.990956054	0
ENSG00000173809	TDRD12	tudor domain containing 12	NA	NA	NA	NA	NA	NA	NA	NA	-0.31790463	0.068990568	-0.858042809	7.65E-11	0.386556545	0.007333664	-0.453652538	0.005380358	0
ENSG00000173812	EIF1	eukaryotic translation initiation factor 1	0.474698098	0.999980048	0.338006214	0.937693518	0.091764675	0.430842249	0.310029214	0.385946967	0.459717725	1.62E-13	0.472406397	2.49E-24	0.933457706	8.00E-40	-0.059643542	0.488127678	0
ENSG00000173818	ENDOV	endonuclease V	0.123916705	0.999980048	-0.043398809	0.976019382	0.367847028	0.404494051	0	0.851281325	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000173821	RNF213	ring finger protein 213	0.125051255	0.999980048	0.118617627	0.962171892	-0.079093621	0.330310858	-0.210085687	0.034928192	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000173838	MARCHF10	membrane associated ring-CH-type finger 10	NA	NA	NA	NA	NA	NA	NA	NA	0.287660278	0.686908783	0.516621719	0.259254918	0.549761013	0.27065583	-0.582418375	0.516845391	0
ENSG00000173846	PLK3	polo like kinase 3	NA	NA	NA	NA	NA	NA	NA	NA	-0.704461909	2.95E-06	-0.613547002	8.37E-08	-0.205239789	0.206651732	0.312737159	0.03765201	0
ENSG00000173848	NET1	neuroepithelial cell transforming 1	-0.054452091	0.999980048	-0.144520708	0.938198398	NA	NA	NA	NA	-0.183319253	0.012713812	-0.072473725	0.178447032	0.044336052	0.602018271	0.1056542	0.207120643	0
ENSG00000173852	DPY19L1	dpy-19 like C-mannosyltransferase 1	NA	NA	NA	NA	-0.034222014	0.692672951	0.109495075	0.573615162	-0.411260148	0.001303221	-0.196524963	0.07641835	-0.192738326	0.135477758	0.212668136	0.121772732	0
ENSG00000173868	PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase 1	NA	NA	NA	NA	NA	NA	NA	NA	0.637646052	0.202663243	0.511585357	0.244556769	0.004957774	1	0.229308784	0.828259215	0
ENSG00000173875	ZNF791	zinc finger protein 791	NA	NA	NA	NA	NA	NA	NA	NA	0.309763528	0.131632209	0.298176896	0.063641135	-0.074131173	0.762445627	-0.156494805	0.574321674	0
ENSG00000173890	GPR160	G protein-coupled receptor 160	NA	NA	NA	NA	NA	NA	NA	NA	0.350429372	0.020688642	0.399993184	0.001174857	0.200176877	0.260898828	-0.264849059	0.196776182	0
ENSG00000173894	CBX2	chromobox 2	0.073817156	0.999980048	0.02663284	0.984440031	-0.016439491	0.780764988	-0.063375551	0.488619985	0.092577963	0.76624124	0.100639942	0.650520465	-0.430449549	0.100545413	-0.174561528	0.609201837	0
ENSG00000173898	SPTBN2	"spectrin beta, non-erythrocytic 2"	-0.053906743	0.999980048	-0.001618095	0.94938821	-0.190566302	0.085077864	0.214416709	0.039580913	-0.177044905	0.018835727	-0.17449818	0.001429403	-0.395701836	2.73E-07	0.026748247	0.82015828	0
ENSG00000173905	GOLIM4	golgi integral membrane protein 4	-0.018757352	0.999980048	-0.037238361	0.969083851	-0.157109379	0.207088596	0.138634847	0.26552082	-0.107030247	0.154888043	-0.060632288	0.276733525	-0.119004952	0.12937244	-0.136614912	0.077843465	0
ENSG00000173914	RBM4B	RNA binding motif protein 4B	-0.069277834	0.999980048	-0.109100528	0.937693518	-0.017488998	0.883563387	0.082410797	0.938136593	-0.117425742	0.263459234	0.151469552	0.042414529	0.15208282	0.134130423	0.121145735	0.288832793	0
ENSG00000173915	ATP5MK	ATP synthase membrane subunit k	NA	NA	NA	NA	0.11648775	0.430437548	0.290521519	0.192963452	-0.020465595	0.834375859	-0.241794935	1.89E-06	-0.41563945	4.58E-09	0.157315722	0.054524568	0
ENSG00000173917	HOXB2	homeobox B2	NA	NA	NA	NA	NA	NA	NA	NA	-0.438170812	3.52E-07	-0.363724688	3.90E-08	-0.310495215	0.000394021	0.091133733	0.388545742	0
ENSG00000173918	C1QTNF1	C1q and TNF related 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.259744347	0.356745284	0.178425424	0.398360233	-0.404877282	0.134582029	0.296902395	0.29842398	0
ENSG00000173926	MARCHF3	membrane associated ring-CH-type finger 3	NA	NA	NA	NA	NA	NA	NA	NA	-0.214882355	0.063669393	-0.364643588	7.79E-06	-0.213239012	0.043298237	0.425730014	2.47E-05	0
ENSG00000173928	SWSAP1	SWIM-type zinc finger 7 associated protein 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.039838009	0.880346785	0.181531771	0.491902899	-0.457168355	0.198955313	-0.510564263	0.197269122	0
ENSG00000173930	SLCO4C1	solute carrier organic anion transporter family member 4C1	NA	NA	NA	NA	-0.180028792	0.719900081	-0.066137918	0.98137111	0.208855023	0.028118979	0.1000975	0.205296738	0.023059611	0.887311583	-0.405831588	2.68E-05	0
ENSG00000173933	RBM4	RNA binding motif protein 4	-0.017562631	0.999980048	0.09839406	0.96016579	0.088730739	0.25924449	0.242455397	0.026303466	-0.529365913	0.316935846	-0.018266559	1	-0.849529562	0.059960157	0.151996201	0.823560177	0
ENSG00000173947	PIFO	primary cilia formation	NA	NA	NA	NA	NA	NA	NA	NA	0.157949086	0.77146119	0.310152418	0.445200992	0.303982333	0.452712554	-0.901348	0.106749566	0
ENSG00000173950	XXYLT1	xyloside xylosyltransferase 1	-0.12139922	0.999980048	-0.042626208	0.937693518	0.229791259	0.106823426	-0.036958007	0.821836189	0.292080072	9.94E-05	0.4240004	4.55E-15	0.261426102	0.001222418	0.054020867	0.605976766	0
ENSG00000173960	UBXN2A	UBX domain protein 2A	-0.028798475	0.999980048	-0.238872477	0.937693518	NA	NA	NA	NA	-0.139878602	0.224239627	-0.326808921	8.80E-05	0.096340292	0.363023471	-0.150380895	0.21343312	0
ENSG00000173988	LRRC63	leucine rich repeat containing 63	NA	NA	NA	NA	NA	NA	NA	NA	0.092437749	0.874004532	0.378525615	0.172733825	0.319687021	0.407194617	0.103731133	0.874142582	0
ENSG00000173991	TCAP	titin-cap	NA	NA	NA	NA	NA	NA	NA	NA	-0.19975169	0.427284556	-0.827801602	1.12E-05	-0.315074829	0.248984898	0.364552925	0.108828096	0
ENSG00000173992	CCS	copper chaperone for superoxide dismutase	0.185331197	0.999980048	0.076199516	0.937693518	-0.247049267	0.083694687	-0.312339754	0.138483524	-0.190772919	0.097157007	-0.051007311	0.58842491	-0.411005812	0.000284718	-0.117034632	0.385811418	0
ENSG00000174007	CEP19	centrosomal protein 19	NA	NA	NA	NA	NA	NA	NA	NA	0.189743285	0.144164423	-0.214089263	0.040995938	0.687072239	1.47E-10	-0.42536076	0.002658783	0
ENSG00000174010	KLHL15	kelch like family member 15	-0.07098507	0.999980048	-0.035269386	0.937693518	0.184550702	0.351321961	0.676445756	0.00270928	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000174013	FBXO45	F-box protein 45	0.35844942	0.999980048	0.203759764	0.937693518	-0.070725709	0.362500376	-0.143306029	0.193467437	0.274918931	0.037109876	0.32856177	0.000944495	0.43583287	0.000559953	-0.12220395	0.467810275	0
ENSG00000174021	GNG5	G protein subunit gamma 5	-0.017967467	0.999980048	0.08398288	0.937693518	0.058799539	0.774923631	-0.187292635	0.180919108	-0.078176681	0.382279136	0.016027571	0.828831188	-0.279665654	0.000402343	0.147286616	0.096269771	0
ENSG00000174032	SLC25A30	solute carrier family 25 member 30	NA	NA	NA	NA	-0.065792092	0.85870926	0.217174663	0.314439225	0.446600665	1.63E-05	-0.389525028	1.75E-05	0.257358739	0.017762406	0.395949554	0.00032836	0
ENSG00000174059	CD34	CD34 molecule	NA	NA	NA	NA	NA	NA	NA	NA	1.228316611	0.006385787	1.755954263	2.15E-07	1.785776189	5.27E-06	-0.194761523	0.94023382	0
ENSG00000174106	LEMD3	LEM domain containing 3	0.114344965	0.999980048	-0.011515106	0.937693518	0.034105136	0.967170031	0.140876957	0.684908799	-0.196086347	0.008015839	-0.141744523	0.008327916	-0.397534343	1.25E-07	0.168674311	0.031924537	0
ENSG00000174109	C16orf91	chromosome 16 open reading frame 91	NA	NA	NA	NA	NA	NA	NA	NA	-0.187052542	0.066088314	-0.197177808	0.008641105	-0.316078265	0.001096139	0.182873039	0.083381967	0
ENSG00000174125	TLR1	toll like receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.149827267	0.731881917	0.263016495	0.336881231	-0.268781507	0.536139144	0.161753176	0.74859434	0
ENSG00000174130	TLR6	toll like receptor 6	NA	NA	NA	NA	NA	NA	NA	NA	-0.211692572	0.673226649	0.308381485	0.376324771	-0.354568476	0.399733854	-0.963776607	0.059542257	0
ENSG00000174132	FAM174A	family with sequence similarity 174 member A	NA	NA	NA	NA	-0.026218094	0.429690769	-0.017581091	0.636125516	0.069346223	0.70671417	0.063516304	0.61795267	-0.403520068	0.014154718	0.222950067	0.135335481	0
ENSG00000174137	FAM53A	family with sequence similarity 53 member A	NA	NA	NA	NA	NA	NA	NA	NA	-0.576399571	0.089308644	-0.104902691	0.741179289	-0.225848542	0.581936603	-0.112746746	0.837550325	0
ENSG00000174151	CYB561D1	cytochrome b561 family member D1	NA	NA	NA	NA	NA	NA	NA	NA	0.640496083	0.15203174	0.408562028	0.314227055	0.038534925	1	0.467981821	0.471065112	0
ENSG00000174165	ZDHHC24	zinc finger DHHC-type containing 24	NA	NA	NA	NA	NA	NA	NA	NA	-0.561276542	0.076690003	-0.56889196	0.037330642	-0.751756656	0.028608368	-0.028940107	0.98514518	0
ENSG00000174173	TRMT10C	"tRNA methyltransferase 10C, mitochondrial RNase P subunit"	0.132739574	0.999980048	0.213061915	0.937693518	0.239954978	0.045060565	-0.12636935	0.352890534	0.730537415	6.86E-06	0.76959802	4.76E-09	0.07730912	0.762466077	-0.124074448	0.662901563	0
ENSG00000174177	CTU2	cytosolic thiouridylase subunit 2	-0.038242949	0.999980048	-0.066882277	0.937693518	0.011355224	0.9690501	0.031357696	0.698246576	-0.293060075	0.004106443	-0.30490453	3.62E-05	-0.549399348	1.89E-08	0.086030302	0.496566365	0
ENSG00000174197	MGA	MAX dimerization protein MGA	-0.057946127	0.999980048	-0.060805505	0.937693518	-0.153074292	0.41028231	-0.064546358	0.539536344	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000174206	KICS2	KICSTOR subunit 2	NA	NA	NA	NA	NA	NA	NA	NA	-0.034411079	0.825898123	-0.018083797	0.902875392	0.789319779	5.24E-14	0.220798994	0.098648062	0
ENSG00000174226	SNX31	sorting nexin 31	NA	NA	NA	NA	NA	NA	NA	NA	1.454024727	0.000923856	0.564720282	0.260525595	1.715451709	2.25E-05	-1.091481181	0.192181934	0
ENSG00000174227	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	-0.063734262	0.999980048	-0.252566833	0.894023792	0.223842129	0.246903516	0.453871132	0.037505276	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000174231	PRPF8	pre-mRNA processing factor 8	-0.017751343	0.999980048	0.003961952	0.988984577	0.204873804	0.19732026	-0.000974174	0.445162763	0.050195012	0.48205875	-0.121092991	0.005227116	-0.042215346	0.545966404	-0.109939172	0.086516085	0
ENSG00000174233	ADCY6	adenylate cyclase 6	NA	NA	NA	NA	-0.054204165	0.533492685	0.044230128	0.732117483	-0.364533467	3.10E-08	-0.294401951	1.07E-08	-0.281305882	3.31E-05	0.295118702	1.86E-05	0
ENSG00000174243	DDX23	DEAD-box helicase 23	-0.017789957	0.999980048	-0.006314741	0.996670474	0.038224404	0.526648521	0.221933217	0.046031374	-0.095826168	0.172441441	-0.238962875	2.27E-07	-0.573849258	9.33E-17	0.013616972	0.89716425	0
ENSG00000174276	ZNHIT2	zinc finger HIT-type containing 2	0.029921352	0.999980048	-0.029758617	0.938198398	-0.084574587	0.380665768	0.110495431	0.528453059	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000174282	ZBTB4	zinc finger and BTB domain containing 4	NA	NA	NA	NA	NA	NA	NA	NA	-0.032024054	0.71435953	0.706010233	1.06E-51	-0.202959385	0.005048928	-0.094990617	0.263749919	0
ENSG00000174292	TNK1	tyrosine kinase non receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	0.113710524	0.569428763	-0.202885547	0.141558515	-0.470002264	0.007530453	0.012044604	0.986102438	0
ENSG00000174307	PHLDA3	pleckstrin homology like domain family A member 3	-0.191172572	0.999980048	0.102010238	0.941183551	NA	NA	NA	NA	-1.321912016	4.90E-52	-0.273614975	8.07E-05	-0.283413677	0.001283544	0.1032908	0.303293364	0
ENSG00000174326	SLC16A11	solute carrier family 16 member 11	NA	NA	NA	NA	NA	NA	NA	NA	1.380840545	0.020929377	1.438531397	0.003442306	1.161665805	0.048544501	-4.865148443	0.006172529	0
ENSG00000174327	SLC16A13	solute carrier family 16 member 13	NA	NA	NA	NA	NA	NA	NA	NA	0.007505794	0.98364484	0.410384726	1.07E-07	-0.284069149	0.008800928	-0.122986836	0.39604043	0
ENSG00000174343	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit	NA	NA	NA	NA	NA	NA	NA	NA	1.60938287	7.98E-08	1.457379629	1.21E-07	0.683108055	0.06223601	-0.001221402	1	0
ENSG00000174370	C11orf45	chromosome 11 open reading frame 45	NA	NA	NA	NA	NA	NA	NA	NA	0.352628652	0.230213853	0.607342245	0.007893576	1.048228026	2.05E-05	-0.489368773	0.213293641	0
ENSG00000174371	EXO1	exonuclease 1	0.203073187	0.999980048	0.086880619	0.988435495	-0.113595208	0.904678397	-0.266516525	0.194145275	0.245960855	0.000182717	0.148443408	0.001059324	0.822047848	5.73E-37	0.026385792	0.7888607	0
ENSG00000174373	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1	-0.405388502	0.999980048	0.079440701	0.937693518	0.132138115	0.26281832	0.094715891	0.860595807	0.173287873	0.042307919	0.140547752	0.04032598	0.414457696	8.13E-07	-0.189076989	0.038594193	0
ENSG00000174405	LIG4	DNA ligase 4	-0.149892457	0.999980048	-0.082522215	0.980300049	0.088378076	0.468482574	0.242123058	0.026764603	-0.344359983	1.14E-05	-0.195774435	0.000375576	0.275637014	0.001075602	0.2676012	0.000618379	0
ENSG00000174437	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	0.392556121	0.999980048	0.199748599	0.952594755	0.264669805	0.365792858	0.384186125	0.261407154	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000174442	ZWILCH	zwilch kinetochore protein	0.038060133	0.999980048	0.195199609	0.937693518	-0.109624253	0.446663673	-0.122648214	0.389534261	0.011704388	0.894612933	0.037552259	0.477442842	0.198403466	0.005094973	-0.048628126	0.605976766	0
ENSG00000174444	RPL4	ribosomal protein L4	0.022701643	0.999980048	0.040997846	0.937693518	0.012428284	0.657943533	0.187756314	0.101836402	0.288654516	1.03E-06	0.28027272	1.57E-12	-0.001663793	0.992956308	0.097447479	0.136995801	0
ENSG00000174446	SNAPC5	small nuclear RNA activating complex polypeptide 5	-0.044210551	0.999980048	0.143452144	0.937693518	NA	NA	NA	NA	-0.22433876	0.017915136	-0.255686622	0.000861575	-0.198184151	0.046683304	0.226445125	0.019373933	0
ENSG00000174460	ZCCHC12	zinc finger CCHC-type containing 12	NA	NA	NA	NA	0.309812276	0.147339747	0.26625587	0.402563216	-0.02954288	0.849791506	0.780119978	2.38E-21	0.809083801	2.29E-15	-0.154434171	0.309551086	0
ENSG00000174469	CNTNAP2	contactin associated protein 2	NA	NA	NA	NA	NA	NA	NA	NA	0.462006619	0.002110872	0.296641561	0.02246925	0.171716379	0.30838371	0.068011695	0.805879666	0
ENSG00000174483	BBS1	Bardet-Biedl syndrome 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.312869589	0.005229681	-0.52633604	6.19E-09	0.056864383	0.669495703	0.161626637	0.188077902	0
ENSG00000174485	DENND4A	DENN domain containing 4A	0.097320007	0.999980048	0.022518841	0.967070854	-0.060144564	0.607378754	0.035582342	0.822305038	0.110726639	0.243958759	0.248504041	0.000462091	0.47516754	6.73E-07	0.077488052	0.497008351	0
ENSG00000174498	IGDCC3	immunoglobulin superfamily DCC subclass member 3	NA	NA	NA	NA	NA	NA	NA	NA	0.641766567	5.32E-12	-0.192511211	0.028391954	0.048390459	0.691181177	0.363071917	0.000558659	0
ENSG00000174514	MFSD4A	major facilitator superfamily domain containing 4A	NA	NA	NA	NA	NA	NA	NA	NA	0.824832235	3.40E-07	1.026647993	3.35E-15	0.314757557	0.090529448	-0.253473359	0.30383582	0
ENSG00000174516	PELI3	pellino E3 ubiquitin protein ligase family member 3	NA	NA	NA	NA	NA	NA	NA	NA	0.171144363	0.493329116	0.006280464	1	-0.222820605	0.341263893	-0.032036301	0.950562663	0
ENSG00000174547	MRPL11	mitochondrial ribosomal protein L11	-0.054790596	0.999980048	-0.033412378	0.941183551	0.115483261	0.153963665	-0.095435319	0.858632152	-0.055092989	0.558499483	-0.080052112	0.200340832	0.024801091	0.800780391	0.068145474	0.494966861	0
ENSG00000174564	IL20RB	interleukin 20 receptor subunit beta	NA	NA	NA	NA	NA	NA	NA	NA	0.974572016	0.019273883	0.870468824	0.01661482	-0.199696612	0.795721257	0.701700314	0.142572781	0
ENSG00000174567	GOLT1A	golgi transport 1A	NA	NA	NA	NA	NA	NA	NA	NA	0.531849331	0.027936079	1.002957985	5.59E-08	0.678352057	0.003520209	-2.106810114	5.30E-09	0
ENSG00000174574	AKIRIN1	akirin 1	-0.080260394	0.999980048	0.084149365	0.967070854	NA	NA	NA	NA	0.045390545	0.663612394	-0.076242038	0.275307882	-0.063098096	0.523834951	0.227028624	0.01050224	0
ENSG00000174579	MSL2	MSL complex subunit 2	NA	NA	NA	NA	0.034304781	0.727542792	-0.064633911	0.921219031	0.12597153	0.104083161	0.108611923	0.046493584	0.82054017	2.54E-33	-0.053630347	0.599396941	0
ENSG00000174586	ZNF497	zinc finger protein 497	NA	NA	NA	NA	NA	NA	NA	NA	-0.653413407	0.002951723	-0.694333783	7.54E-05	0.561255015	0.004175038	0.04373183	0.910992782	0
ENSG00000174607	UGT8	UDP glycosyltransferase 8	-0.035079069	0.999980048	0.087724272	0.937693518	0.024384944	0.752181164	0.515956334	0.271452536	0.128720565	0.175394234	0.57040041	8.51E-17	-0.177487913	0.062752162	0.067277173	0.565992868	0
ENSG00000174628	IQCK	IQ motif containing K	NA	NA	NA	NA	NA	NA	NA	NA	-0.084540861	0.778981398	-0.426529404	0.014239883	-0.12840061	0.576442616	0.377820726	0.080956272	0
ENSG00000174640	SLCO2A1	solute carrier organic anion transporter family member 2A1	NA	NA	NA	NA	NA	NA	NA	NA	0.100110086	0.740563495	0.241529934	0.347384479	1.054254635	2.39E-06	1.29476895	1.86E-09	0
ENSG00000174652	ZNF266	zinc finger protein 266	NA	NA	NA	NA	NA	NA	NA	NA	-0.505868544	0.002326238	-0.433318023	0.001655139	0.328674612	0.029925304	0.258025069	0.136066482	0
ENSG00000174669	SLC29A2	solute carrier family 29 member 2	NA	NA	NA	NA	-0.189411859	0.12307561	-0.491031718	0.003395421	-0.354223077	9.21E-06	-0.317914231	4.29E-07	0.01674999	0.872329233	0.144299706	0.143409703	0
ENSG00000174672	BRSK2	BR serine/threonine kinase 2	NA	NA	NA	NA	NA	NA	NA	NA	0.269136559	0.039599731	0.036722935	0.778951249	0.719522467	3.37E-10	0.24523904	0.102879253	0
ENSG00000174684	B4GAT1	"beta-1,4-glucuronyltransferase 1"	-0.160639717	0.999980048	-0.25326883	0.951231991	NA	NA	NA	NA	-0.097108313	0.233533966	-0.216101209	9.19E-05	-0.344983459	4.04E-05	0.198674445	0.011187231	0
ENSG00000174695	TMEM167A	transmembrane protein 167A	NA	NA	NA	NA	0.136282084	0.152253098	0.148559941	0.779866009	0.00706411	0.93753408	-0.231599839	2.13E-07	-0.297960305	0.000294915	0.249071207	0.00031698	0
ENSG00000174705	SH3PXD2B	SH3 and PX domains 2B	0.135655284	0.999980048	0.100083313	0.937693518	-0.011793739	0.656760604	-0.12872833	0.537796934	0.455755796	0.00776303	0.400352454	0.005679585	0.377721419	0.031208859	0.467960586	0.008714122	0
ENSG00000174718	RESF1	retroelement silencing factor 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.249918122	0.001709501	-0.285376352	1.87E-06	0.175061241	0.041504142	0.315985249	2.97E-05	0
ENSG00000174720	LARP7	"La ribonucleoprotein 7, transcriptional regulator"	0.06684303	0.999980048	0.107185654	0.937693518	0.000149488	0.848242516	-0.060294035	0.771165797	0.172213171	0.019752557	0.092133421	0.086457196	0.199033806	0.010689712	0.004771129	0.980166931	0
ENSG00000174721	FGFBP3	fibroblast growth factor binding protein 3	NA	NA	NA	NA	NA	NA	NA	NA	-0.496284266	0.000170503	-0.63465342	2.81E-10	0.077996235	0.587332331	0.503302736	5.01E-06	0
ENSG00000174738	NR1D2	nuclear receptor subfamily 1 group D member 2	NA	NA	NA	NA	NA	NA	NA	NA	0.234823747	0.005865531	0.037950454	0.600723214	1.223900313	1.67E-54	-0.280991149	0.001368458	0
ENSG00000174744	BRMS1	BRMS1 transcriptional repressor and anoikis regulator	-0.055243466	0.999980048	-0.029281684	0.937693518	NA	NA	NA	NA	-0.016759555	0.918040346	0.143285781	0.072003368	0.08136751	0.477433912	-0.008092627	0.971386109	0
ENSG00000174748	RPL15	ribosomal protein L15	-0.032932756	0.999980048	0.003506339	0.963542738	0.098219629	0.370112483	0.074692126	0.565847779	NA	NA	NA	NA	NA	NA	NA	NA	0
ENSG00000174775	HRAS	"HRas proto-oncogene, GTPase"	-0.301647795	0.999980048	-0.10802544	0.937693518	-0.008483708	0.826113937	0.244599262	0.055827881	-0.204167787	0.025357668	-0.122090572	0.098664035	-0.545192013	4.62E-10	0.0998366	0.357312548	0
ENSG00000174780	SRP72	signal recognition particle 72	-0.039076006	0.999980048	0.068031817	0.938198398	-0.038722156	0.652501915	0.092087395	0.436151371	0.39716226	6.48E-05	0.421410064	3.00E-08	0.061960467	0.641931364	0.069791591	0.645544491	0
ENSG00000174788	PCP2	Purkinje cell protein 2	NA	NA	NA	NA	NA	NA	NA	NA	-0.955640504	0.206857368	-0.250763784	0.745361494	0.565975619	0.299186327	-0.680945358	0.441752261	0
ENSG00000174791	RIN1	Ras and Rab interactor 1	NA	NA	NA	NA	NA	NA	NA	NA	-0.782551883	0.062166898	-1.033023395	0.008672485	-0.520053077	0.298546175	0.058370562	0.968368049	0
ENSG00000174796	THAP6	THAP domain containing 6	NA	NA	NA	NA	NA	NA	NA	NA	0.539158659	0.00314705	0.222086573	0.198909675	0.450461527	0.016017563	0.562995835	0.003127018	0
ENSG00000174799	CEP135	centrosomal protein 135	-0.20529589	0.999980048	-0.067614938	0.937693518	-0.082611193	0.430366491	0.036227168	0.572446532	-0.14546767	0.098692367	-0.384374454	4.52E-11	0.107761636	0.230710539	-0.089241537	0.363062068	0
ENSG00000174804	FZD4	frizzled class receptor 4	NA	NA	NA	NA	NA	NA	NA	NA	-0.465309076	3.49E-09	-0.501526841	2.76E-17	-0.172120713	0.041811328	0.479256463	6.05E-11	0
ENSG00000174808	BTC	betacellulin	NA	NA	NA	NA	NA	NA	NA	NA	-0.751590199	0.001394482	-1.254782467	4.99E-10	0.806241693	1.46E-05	-0.311520817	0.200515687	0
ENSG00000174839	DENND6A	DENN domain containing 6A	0.241499543	0.999980048	-0.120798996	0.937693518	-0.022507033	0.845083487	-0.238392885	0.144733932	0.42440551	6.04E-11	-0.32236608	9.77E-12	0.638225989	3.35E-21	-0.221022399	0.001907435	0
ENSG00000174840	PDE12	phosphodiesterase 12	-0.066954963	0.999980048	-0.112642552	0.937693518	0.189691678	0.039892997	0.042647323	0.524762174	0.32573733	0.000148305	0.176673018	0.009700893	0.089879067	0.383239671	-0.072056778	0.537126542	0
ENSG00000174842	GLMN	"glomulin, FKBP associated protein"	0.160519808	0.999980048	0.185054577	0.937693518	0.119001437	0.364536276	0.051814205	0.822305038	-0.065659813	0.471024738	-0.024355538	0.713117172	0.257181486	0.003820499	0.105328535	0.277463896	0
